temperature,sales
60.217675897999996,39.69356482
80.37245523200001,61.592665020000005
57.67437308,33.44337199
95.800183196,80.02024937
95.17063199,80.75412872000001
54.078591812,31.940290320000003
73.557794786,53.62081816
57.834524984,36.79407438
54.37965119,28.36796571
45.9415147262,19.81215634
70.89915876799999,53.766480060000006
74.028261542,58.61387673
60.786224888,38.20739541
74.164364924,53.952773969999996
61.800517202,41.4423028
77.10130547600001,58.385523060000004
61.804306328,40.19247923
65.861283254,46.744670660000004
64.168158326,44.06778286
77.89943075,58.30844489
58.192181977999994,32.39446718
67.09053770599999,42.943570210000004
82.004899154,64.39443265999999
66.03527957,44.981330029999995
67.510539482,45.6524341
65.440614596,42.71383693
40.7585725196,18.81513313
73.844090834,55.5245217
63.633622316,40.279317379999995
52.118873294,27.873196150000002
90.436947206,75.93774317
83.662297628,65.11862423
76.25463506599999,59.936491360000005
65.2550621,42.72113597
90.76988517800001,81.8135393
84.635153456,67.87513876
70.032426098,49.32266364
80.934458558,62.11897304
69.812681216,50.30842679
57.397389836,35.80028493
65.99689097,47.52133537
39.1757417024,13.16570175
77.68478714,60.332463059999995
77.208925838,58.72212461
42.480198221,18.64764868
75.126761204,53.7113833
76.60161491,54.097751089999996
60.517439618000004,37.956426750000006
70.444443398,48.81708088
81.57552971,64.01770588000001
74.43880385,57.099093159999995
85.114750226,62.98937918
86.145960812,69.89718063000001
77.004283424,55.07014036
84.74907055999999,64.22272909
83.540718968,66.61368354999999
47.7599970884,24.223620829999998
82.022996984,66.06322888
72.005220104,50.00657787
71.153765924,53.035671300000004
86.15334133399999,69.18554843
67.558474922,49.371033319999995
78.79278821,57.05778753
71.863370708,51.25881071
88.21217926400001,69.78339862
73.50118442600001,55.28193512
94.04990454200001,80.93525195
61.344598514,38.15641352
72.739358726,54.66938576
62.763160226,44.150873309999994
59.185259437999996,32.2888783
81.552617924,66.14675188
66.979881734,44.847133480000004
59.938091366,35.06290364
83.386377338,65.66365226
65.024274848,41.0860905
45.0020788934,21.618346199999998
82.48352801,66.56726764
78.80934407000001,62.51901215
66.114537206,45.070858900000005
84.53308037,67.93177906
95.82464516,82.82960767
84.26432978599999,68.53623881
74.14258604,54.28391063
83.8221827,65.39867355999999
62.689527698,50.17329901
55.221198566,33.91095829
56.674003784,30.88945179
90.33663642799999,73.93872716
65.233232204,43.78287103
68.739856178,51.380438170000005
83.89356634399999,68.28085663
93.31101212,77.17895369
87.372931892,70.63649044
77.992160054,57.93073878
47.8237150544,23.77639106
85.783951184,68.35447809
85.472642876,70.29940110999999
83.00365298599999,63.290191400000005
83.817383936,63.35040087
79.251342584,59.68891052
